city,state,lat,lon
Mount Holly Springs,PA,40.118356,-77.190807
Mount Jewett,PA,41.724737,-78.644613
Mount Joy,PA,40.106828,-76.507551
Mount Morris,PA,39.744289,-80.096763
Mount Pleasant,PA,40.174179,-79.513383
Mount Pleasant Mills,PA,40.700185,-77.005241
Mount Pocono,PA,41.121558,-75.352868
Mount Union,PA,40.390106,-77.863704
Mount Wolf,PA,40.071126,-76.696576
Mountain Top,PA,41.134975,-75.937642
Mountainhome,PA,41.2175,-75.218889
Mountville,PA,40.042742,-76.427694
Muir,PA,40.613614,-76.468205
Muncy,PA,41.213715,-76.763258
Muncy Valley,PA,41.381206,-76.541518
Munson,PA,40.966704,-78.18621
Murrysville,PA,40.446674,-79.684154
Muse,PA,40.292778,-80.200556
Myerstown,PA,40.378949,-76.314328
Nanticoke,PA,41.19634,-76.004419
Nanty Glo,PA,40.470435,-78.837504
Narberth,PA,40.01768,-75.2594
Narvon,PA,40.125165,-75.975584
Natrona Heights,PA,40.628862,-79.725621
Nazareth,PA,40.744962,-75.319932
Needmore,PA,39.871279,-78.143935
Neelyton,PA,40.137051,-77.858015
Neffs,PA,40.694444,-75.61
Nelson,PA,41.978719,-77.241909
Nemacolin,PA,39.878333,-79.925
Nescopeck,PA,41.046887,-76.19809
Nesquehoning,PA,40.862608,-75.82389
New Albany,PA,41.59867,-76.43983
New Alexandria,PA,40.398112,-79.396594
New Baltimore,PA,39.985833,-78.773056
New Bedford,PA,41.097222,-80.505
New Berlin,PA,40.880212,-76.986124
New Berlinville,PA,40.345278,-75.633333
New Bethlehem,PA,40.9999,-79.352654
New Bloomfield,PA,40.419325,-77.193836
New Brighton,PA,40.739333,-80.29722
New Buffalo,PA,40.454167,-76.97
New Castle,PA,40.99222,-80.328449
New Columbia,PA,41.054108,-76.901851
New Cumberland,PA,40.215105,-76.868909
New Derry,PA,40.333334,-79.300863
New Eagle,PA,40.206573,-79.953408
New Enterprise,PA,40.200013,-78.425916
New Florence,PA,40.382266,-79.096803
New Freedom,PA,39.742266,-76.684064
New Freeport,PA,39.750728,-80.454228
New Galilee,PA,40.856891,-80.393904
New Geneva,PA,39.788333,-79.909444
New Germantown,PA,40.305749,-77.579701
New Holland,PA,40.100511,-76.080136
New Hope,PA,40.355613,-74.983889
New Kensington,PA,40.571179,-79.741547
New Kingstown,PA,40.233056,-77.08
New London,PA,39.7825,-75.875833
New Milford,PA,41.866409,-75.717113
New Millport,PA,40.885302,-78.494543
New Oxford,PA,39.877459,-77.06433
New Paris,PA,40.118876,-78.588569
New Park,PA,39.760027,-76.504167
New Philadelphia,PA,40.722728,-76.11348
New Providence,PA,39.909776,-76.224319
New Ringgold,PA,40.714851,-75.948409
New Salem,PA,39.940747,-79.80407
New Stanton,PA,40.223345,-79.618187
New Tripoli,PA,40.654544,-75.741739
New Wilmington,PA,41.138155,-80.324541
Newburg,PA,40.13333,-77.566915
Newell,PA,40.075556,-79.898333
Newfoundland,PA,41.304125,-75.338405
Newmanstown,PA,40.317938,-76.2426
Newport,PA,40.482662,-77.165866
Newry,PA,40.393611,-78.435833
Newton Hamilton,PA,40.391667,-77.837222
Newtown,PA,40.245817,-74.94313
Newtown Square,PA,39.986292,-75.406997
Newville,PA,40.185468,-77.411401
Nicholson,PA,41.641198,-75.764073
Nicktown,PA,40.601623,-78.811394
Nineveh,PA,39.974328,-80.312809
Normalville,PA,40.041793,-79.415061
Norristown,PA,40.0959,-75.3733
North Apollo,PA,40.596111,-79.555833
North Bend,PA,41.35,-77.7025
North East,PA,42.200793,-79.833179
North Springfield,PA,41.994444,-80.425278
North Versailles,PA,40.376248,-79.812427
North Wales,PA,40.216593,-75.256483
North Washington,PA,41.047778,-79.813611
Northampton,PA,40.699765,-75.48742
Northern Cambria,PA,40.673307,-78.777058
Northpoint,PA,40.903703,-79.125657
Northumberland,PA,40.904355,-76.790794
Norvelt,PA,40.208056,-79.497778
Norwood,PA,39.887026,-75.297247
Nottingham,PA,39.74411,-76.035551
Noxen,PA,41.418131,-76.045952
Nu Mine,PA,40.796111,-79.283333
Numidia,PA,40.880556,-76.4025
Nuremberg,PA,40.938056,-76.17
Oak Ridge,PA,41.0075,-79.296111
Oakdale,PA,40.428734,-80.202615
Oakland Mills,PA,40.614748,-77.319244
Oakmont,PA,40.519647,-79.836865
Oaks,PA,40.131667,-75.46
Ohiopyle,PA,39.873202,-79.48846
Oil City,PA,41.431936,-79.691648
Olanta,PA,40.905621,-78.500079
Old Forge,PA,41.370076,-75.739075
Old Zionsville,PA,40.486389,-75.520556
Oley,PA,40.383312,-75.770575
Oliveburg,PA,40.996379,-79.038197
Oliver,PA,39.911659,-79.715601
Olyphant,PA,41.467709,-75.601502
Oneida,PA,40.9075,-76.125833
Ono,PA,40.402778,-76.535
Orangeville,PA,41.10156,-76.38097
Orbisonia,PA,40.238872,-77.906924
Orefield,PA,40.624826,-75.597395
Oreland,PA,40.113197,-75.18685
Orrstown,PA,40.07305,-77.639762
Orrtanna,PA,39.881032,-77.380592
Orson,PA,41.813611,-75.448333
Orviston,PA,41.075386,-77.620306
Orwigsburg,PA,40.643071,-76.083999
Osceola,PA,41.984765,-77.353983
Osceola Mills,PA,40.872208,-78.275705
Ottsville,PA,40.459239,-75.157009
Oxford,PA,39.782704,-75.981522
Palm,PA,40.43167,-75.533124
Palmerton,PA,40.816976,-75.601119
Palmyra,PA,40.301055,-76.58861
Paoli,PA,40.04259,-75.482702
Paradise,PA,39.985249,-76.108074
Parker,PA,41.100891,-79.688888
Parker Ford,PA,40.199444,-75.584167
Parkesburg,PA,39.965388,-75.926041
Parkhill,PA,40.359385,-78.869432
Parryville,PA,40.818056,-75.673056
Patton,PA,40.623045,-78.635028
Paupack,PA,41.381197,-75.23032
Paxinos,PA,40.844809,-76.635041
Paxtonville,PA,40.770278,-77.083889
Peach Bottom,PA,39.770511,-76.179083
Peach Glen,PA,40.023056,-77.230278
Peckville,PA,41.482124,-75.589884
Pen Argyl,PA,40.85182,-75.270115
Penfield,PA,41.208519,-78.579111
Penn,PA,40.330081,-79.641336
Penn Run,PA,40.626825,-78.971597
Penns Creek,PA,40.859722,-77.055556
Penns Park,PA,40.265833,-74.998333
Pennsburg,PA,40.391138,-75.486608
Pennsylvania Furnace,PA,40.728194,-77.954068
Penryn,PA,40.205,-76.368611
Pequea,PA,39.905765,-76.320866
Perkasie,PA,40.376526,-75.264803
Perkiomenville,PA,40.31566,-75.50218
Perryopolis,PA,40.085724,-79.754384
Petersburg,PA,40.602968,-77.998402
Petrolia,PA,41.044208,-79.771069
Philadelphia,PA,39.864998,-75.275196
Philipsburg,PA,40.886252,-78.219008
Phoenixville,PA,40.126704,-75.527192
Picture Rocks,PA,41.279722,-76.713333
Pillow,PA,40.640833,-76.802778
Pine Forge,PA,40.282778,-75.691111
Pine Grove,PA,40.567093,-76.326913
Pine Grove Mills,PA,40.733611,-77.885833
Pineville,PA,40.296111,-75.006111
Pipersville,PA,40.4262,-75.107398
Pitcairn,PA,40.404787,-79.776951
Pitman,PA,40.704868,-76.523297
Pittsburgh,PA,40.474536,-79.952524
Pittsfield,PA,41.836629,-79.419619
Pittston,PA,41.317501,-75.788492
Plainfield,PA,40.203056,-77.290278
Pleasant Hall,PA,40.04135,-77.703148
Pleasant Mount,PA,41.732204,-75.398944
Pleasant Unity,PA,40.239444,-79.451111
Pleasantville,PA,41.586696,-79.5685
Plumsteadville,PA,40.387222,-75.146944
Plumville,PA,40.793056,-79.180833
Plymouth,PA,41.245798,-75.948064
Plymouth Meeting,PA,40.107735,-75.279559
Pocono Lake,PA,41.118661,-75.555863
Pocono Lake Preserve,PA,41.105278,-75.476389
Pocono Manor,PA,41.1,-75.359167
Pocono Pines,PA,41.105387,-75.476038
Pocono Summit,PA,41.103989,-75.413554
Pocopson,PA,39.900278,-75.626111
Point Marion,PA,39.735124,-79.898986
Point Pleasant,PA,40.4225,-75.066667
Polk,PA,41.358315,-79.93461
Pomeroy,PA,39.964167,-75.886944
Port Allegany,PA,41.816919,-78.279909
Port Carbon,PA,40.697731,-76.166046
Port Clinton,PA,40.581787,-76.026652
Port Matilda,PA,40.801819,-78.078795
Port Royal,PA,40.51068,-77.430958
Port Trevorton,PA,40.699593,-76.908215
Portage,PA,40.384201,-78.671753
Porters Sideling,PA,39.825278,-76.895
Portersville,PA,40.948651,-80.172965
Portland,PA,40.923056,-75.096944
Pottersdale,PA,41.186798,-78.034056
Potts Grove,PA,40.993611,-76.789444
Pottstown,PA,40.245278,-75.65
Pottsville,PA,40.683978,-76.212318
Poyntelle,PA,41.820556,-75.420278
Presto,PA,40.384664,-80.120922
Preston Park,PA,41.867264,-75.383147
Pricedale,PA,40.131389,-79.844444
Prompton,PA,41.582031,-75.320749
Prospect,PA,40.904941,-80.067903
Prospect Park,PA,39.885737,-75.308165
Prosperity,PA,40.0224,-80.261257
Pulaski,PA,41.094215,-80.468515
Punxsutawney,PA,40.947937,-78.968056
Quakake,PA,40.849337,-75.982477
Quakertown,PA,40.4411,-75.350667
Quarryville,PA,39.894932,-76.146462
Quecreek,PA,40.089722,-79.079444
Queen,PA,40.259167,-78.507778
Quentin,PA,40.279444,-76.438611
Quincy,PA,39.803333,-77.574722
Railroad,PA,39.760556,-76.698611
Ralston,PA,41.503817,-76.95835
Ramey,PA,40.801511,-78.399821
Ransom,PA,41.394167,-75.822222
Ravine,PA,40.574444,-76.404167
Reading,PA,40.346621,-75.935132
Reamstown,PA,40.211389,-76.123611
Rebersburg,PA,40.954906,-77.405322
Rebuck,PA,40.712544,-76.740605
Rector,PA,40.186444,-79.247331
Red Hill,PA,40.375807,-75.484613
Red Lion,PA,39.902572,-76.608075
Reeders,PA,40.989533,-75.278113
Reedsville,PA,40.672189,-77.611589
Refton,PA,39.947222,-76.233056
Rehrersburg,PA,40.4575,-76.244722
Reinholds,PA,40.268758,-76.101332
Renfrew,PA,40.810003,-79.977004
Reno,PA,41.409722,-79.7525
Renovo,PA,41.333376,-77.74479
Republic,PA,39.961427,-79.902914
Revere,PA,40.515278,-75.161389
Revloc,PA,40.492222,-78.764444
Rew,PA,41.912222,-78.535406
Rexmont,PA,40.277222,-76.382778
Reynoldsville,PA,41.062935,-78.896147
Rheems,PA,40.13,-76.570833
Rices Landing,PA,39.943993,-79.985701
Riceville,PA,41.7775,-79.803056
Richboro,PA,40.216672,-75.002936
Richeyville,PA,40.053333,-80.002222
Richfield,PA,40.688424,-77.122296
Richland,PA,40.380595,-76.265447
Richlandtown,PA,40.472166,-75.32193
Riddlesburg,PA,40.161944,-78.254722
Ridgway,PA,41.431566,-78.729715
Ridley Park,PA,39.878411,-75.321517
Riegelsville,PA,40.57824,-75.219064
Rillton,PA,40.282454,-79.728211
Rimersburg,PA,41.039434,-79.510677
Ringgold,PA,40.999731,-79.176581
Ringtown,PA,40.855854,-76.23493
Riverside,PA,40.951269,-76.637458
Rixford,PA,41.934606,-78.458647
Roaring Branch,PA,41.569234,-76.942053
Roaring Spring,PA,40.327747,-78.39284
Robertsdale,PA,40.178674,-78.111696
Robesonia,PA,40.355281,-76.13659
Robinson,PA,40.407655,-79.137928
Rochester,PA,40.715745,-80.260315
Rochester Mills,PA,40.819482,-78.997985
Rock Glen,PA,40.964628,-76.163761
Rockhill Furnace,PA,40.242778,-77.900278
Rockton,PA,41.080571,-78.657662
Rockwood,PA,39.937296,-79.186546
Rogersville,PA,39.900515,-80.283665
Rome,PA,41.863403,-76.301498
Ronco,PA,39.869722,-79.920556
Ronks,PA,40.020754,-76.166132
Roscoe,PA,40.078686,-79.865617
Rossiter,PA,40.884553,-78.941353
Rossville,PA,40.072222,-76.9275
Roulette,PA,41.773795,-78.153843
Rouseville,PA,41.468889,-79.691111
Rouzerville,PA,39.736667,-77.535278
Rowland,PA,41.471111,-75.0425
Roxbury,PA,40.110278,-77.662222
Royersford,PA,40.19286,-75.530548
Ruffs Dale,PA,40.158458,-79.627743
Rural Ridge,PA,40.585556,-79.828889
Rural Valley,PA,40.788488,-79.299102
Rushland,PA,40.2575,-75.031111
Russell,PA,41.946106,-79.127079
Russellton,PA,40.614344,-79.837102
Sabinsville,PA,41.856414,-77.537825
Sacramento,PA,40.635238,-76.612833
Sadsburyville,PA,39.981667,-75.891667
Saegertown,PA,41.726753,-80.147857
Sagamore,PA,40.78,-79.228056
Saint Benedict,PA,40.611845,-78.738332
Saint Boniface,PA,40.666667,-78.681111
Saint Clair,PA,40.719273,-76.192381
Saint Johns,PA,41.028056,-76.006389
Saint Marys,PA,41.428949,-78.550533
Saint Michael,PA,40.336248,-78.782999
Saint Peters,PA,40.18,-75.731111
Saint Petersburg,PA,41.161667,-79.653056
Saint Thomas,PA,39.924052,-77.7908
Salford,PA,40.295833,-75.454722
Salfordville,PA,40.293333,-75.433333
Salina,PA,40.521667,-79.498333
Salisbury,PA,39.753052,-79.083516
Salix,PA,40.300627,-78.743704
Salona,PA,41.084167,-77.463333
Saltillo,PA,40.210556,-78.006944
Saltsburg,PA,40.479239,-79.442844
Sandy Lake,PA,41.338337,-80.04974
Sandy Ridge,PA,40.814722,-78.235833
Sarver,PA,40.714285,-79.74243
Sassamansville,PA,40.341944,-75.5725
Saxonburg,PA,40.736099,-79.835222
Saxton,PA,40.223301,-78.247137
Saylorsburg,PA,40.917179,-75.374761
Sayre,PA,41.984222,-76.521757
Scenery Hill,PA,40.099378,-80.091414
Schaefferstown,PA,40.298333,-76.294722
Schellsburg,PA,40.04869,-78.648194
Schenley,PA,40.684444,-79.661944
Schnecksville,PA,40.681949,-75.623924
Schuylkill Haven,PA,40.630571,-76.169973
Schwenksville,PA,40.247087,-75.460155
Sciota,PA,40.928282,-75.293779
Scotland,PA,39.968611,-77.5875
Scotrun,PA,41.075147,-75.32646
Scottdale,PA,40.102948,-79.593017
Scranton,PA,41.3731,-75.6841
Seanor,PA,40.231191,-78.890897
Selinsgrove,PA,40.822372,-76.86825
Sellersville,PA,40.362024,-75.318953
Seltzer,PA,40.695278,-76.234167
Seminole,PA,40.954722,-79.343056
Seneca,PA,41.374436,-79.675902
Seven Valleys,PA,39.855613,-76.738336
Seward,PA,40.409907,-79.023224
Sewickley,PA,40.557031,-80.157848
Shade Gap,PA,40.172976,-77.868045
Shady Grove,PA,39.777778,-77.668889
Shamokin,PA,40.790336,-76.561118
Shamokin Dam,PA,40.848611,-76.82
Shanksville,PA,40.017778,-78.9075
Sharon,PA,41.231552,-80.499342
Sharon Hill,PA,39.903511,-75.269524
Sharpsville,PA,41.267648,-80.465642
Shartlesville,PA,40.512778,-76.104722
Shavertown,PA,41.299802,-75.97108
Shawanese,PA,41.351389,-76.034444
Shawnee On Delaware,PA,41.012222,-75.111111
Shawville,PA,41.069167,-78.358333
Sheakleyville,PA,41.442778,-80.208056
Sheffield,PA,41.70053,-79.034814
Shelocta,PA,40.638787,-79.31907
Shenandoah,PA,40.816744,-76.203502
Sheppton,PA,40.888073,-76.137952
Shermans Dale,PA,40.329898,-77.180856
Shickshinny,PA,41.176674,-76.167096
Shinglehouse,PA,41.957176,-78.19062
Shippensburg,PA,40.051359,-77.519477
Shippenville,PA,41.247491,-79.433199
Shippingport,PA,40.626012,-80.419866
Shirleysburg,PA,40.316768,-77.870062
Shoemakersville,PA,40.495495,-75.960313
Shohola,PA,41.418193,-74.917962
Shrewsbury,PA,39.760133,-76.674827
Shunk,PA,41.553574,-76.745521
Sidman,PA,40.329873,-78.745966
Sigel,PA,41.309921,-79.053957
Silver Spring,PA,40.064167,-76.4375
Silverdale,PA,40.3475,-75.271389
Sinnamahoning,PA,41.376197,-78.06607
Sipesville,PA,40.099167,-79.091389
Six Mile Run,PA,40.157583,-78.210814
Skippack,PA,40.222778,-75.399167
Skytop,PA,41.227778,-75.238611
Slate Run,PA,41.472778,-77.501944
Slatedale,PA,40.744444,-75.656944
Slatington,PA,40.740695,-75.621612
Slickville,PA,40.465347,-79.506654
Sligo,PA,41.11394,-79.480485
Slippery Rock,PA,41.045412,-80.046847
Slovan,PA,40.363086,-80.399239
Smethport,PA,41.802063,-78.470229
Smicksburg,PA,40.837193,-79.161432
Smithfield,PA,39.792306,-79.81268
Smithmill,PA,40.767808,-78.399442
Smithton,PA,40.144267,-79.731277
Smock,PA,39.996096,-79.767828
Smokerun,PA,40.794722,-78.427778
Smoketown,PA,40.040651,-76.22007
Snow Shoe,PA,41.037581,-77.95228
Snydersburg,PA,41.332778,-79.355833
Snydertown,PA,40.874097,-76.674945
Solebury,PA,40.380556,-75.008611
Somerset,PA,40.024813,-79.080814
Souderton,PA,40.312796,-75.321339
South Canaan,PA,41.505278,-75.4125
South Fork,PA,40.362877,-78.788671
South Gibson,PA,41.754373,-75.606723
South Heights,PA,40.573611,-80.235833
South Montrose,PA,41.797222,-75.891667
South Mountain,PA,39.846389,-77.488056
South Park,PA,40.292199,-80.001144
South Sterling,PA,41.271222,-75.381443
Southampton,PA,40.190212,-75.005994
Southeastern,PA,40.0631,-75.4047
Southview,PA,40.327778,-80.259167
Southwest,PA,40.198889,-79.521111
Spangler,PA,40.648082,-78.769061
Spartansburg,PA,41.793648,-79.684916
Spinnerstown,PA,40.438889,-75.4375
Spraggs,PA,39.761038,-80.262186
Sprankle Mills,PA,41.01846,-79.077809
Spring Church,PA,40.615329,-79.454487
Spring City,PA,40.176477,-75.56969
Spring Creek,PA,41.846832,-79.56554
Spring Glen,PA,40.633447,-76.635018
Spring Grove,PA,39.857208,-76.877356
Spring House,PA,40.186954,-75.237501
Spring Mills,PA,40.857753,-77.574031
Spring Mount,PA,40.275556,-75.456944
Spring Run,PA,40.14663,-77.740525
Springboro,PA,41.811348,-80.375276
Springdale,PA,40.543999,-79.784447
Springfield,PA,39.929599,-75.333786
Springs,PA,39.748895,-79.08895
Springtown,PA,40.556389,-75.289722
Springville,PA,41.714684,-75.902472
Sproul,PA,40.2725,-78.460833
Spruce Creek,PA,40.621767,-78.136083
St Clairsville,PA,40.158583,-78.509928
Stahlstown,PA,40.138593,-79.344473
Star Junction,PA,40.083198,-79.755461
Starford,PA,40.700971,-78.980317
Starlight,PA,41.925087,-75.321238
Starrucca,PA,41.890739,-75.449001
State College,PA,40.792522,-77.852279
State Line,PA,39.724722,-77.724722
Sterling,PA,41.341912,-75.394467
Stevens,PA,40.219397,-76.162604
Stevensville,PA,41.771782,-76.171696
Stewartstown,PA,39.771962,-76.597037
Stillwater,PA,41.151517,-76.369624
Stockdale,PA,40.082567,-79.850103
Stockertown,PA,40.753889,-75.2625
Stoneboro,PA,41.34385,-80.097613
Stoystown,PA,40.109886,-78.955978
Strabane,PA,40.216914,-80.146156
Strasburg,PA,39.970075,-76.184824
Strattanville,PA,41.195498,-79.308188
Strausstown,PA,40.492222,-76.183333
Strongstown,PA,40.56279,-78.912961
Stroudsburg,PA,40.987697,-75.24852
Stump Creek,PA,41.0125,-78.8375
Sturgeon,PA,40.384722,-80.211111
Sugar Grove,PA,41.947542,-79.318609
Sugar Run,PA,41.604057,-76.259785
Sugarloaf,PA,40.997126,-76.071655
Summerdale,PA,40.308889,-76.927778
Summerhill,PA,40.388959,-78.755979
Summerville,PA,41.105822,-79.172583
Summit Hill,PA,40.825524,-75.869275
Summit Station,PA,40.563889,-76.204722
Sumneytown,PA,40.328889,-75.451389
Sunbury,PA,40.855122,-76.777611
Suplee,PA,40.099444,-75.879444
Susquehanna,PA,41.948669,-75.586249
Sutersville,PA,40.238207,-79.792223
Swarthmore,PA,39.896724,-75.347428
Sweet Valley,PA,41.30663,-76.133907
Swengel,PA,40.892222,-77.126944
Swiftwater,PA,41.087936,-75.348278
Sybertsville,PA,41.001389,-76.076667
Sycamore,PA,39.95273,-80.228199
Sykesville,PA,41.05137,-78.819508
Sylvania,PA,41.805,-76.857222
Tafton,PA,41.369445,-75.101598
Talmage,PA,40.0,-76.213611
Tamaqua,PA,40.798319,-75.97353
Tamiment,PA,41.168112,-74.952614
Tannersville,PA,41.048202,-75.309984
Tarentum,PA,40.618651,-79.785204
Tarrs,PA,40.161915,-79.566101
Tatamy,PA,40.740833,-75.2575
Taylor,PA,41.390442,-75.715848
Taylorstown,PA,40.159722,-80.378333
Telford,PA,40.320478,-75.352001
Temple,PA,40.402504,-75.904582
Templeton,PA,40.941884,-79.449884
Terre Hill,PA,40.158539,-76.051083
Thomasville,PA,39.934619,-76.882159
Thompson,PA,41.83395,-75.534215
Thompsontown,PA,40.590782,-77.207551
Thorndale,PA,40.000127,-75.762859
Thornton,PA,39.904127,-75.531344
Three Springs,PA,40.183437,-77.99412
Tidioute,PA,41.703008,-79.375224
Timblin,PA,40.968387,-79.20135
Tioga,PA,41.912454,-77.139294
Tiona,PA,41.746944,-79.0675
Tionesta,PA,41.511616,-79.366332
Tipton,PA,40.635833,-78.296111
Tire Hill,PA,40.268611,-78.916111
Titusville,PA,41.638163,-79.685494
Tobyhanna,PA,41.183638,-75.391781
Todd,PA,40.25775,-78.100354
Topton,PA,40.502941,-75.701528
Torrance,PA,40.417222,-79.223056
Toughkenamon,PA,39.825117,-75.782533
Towanda,PA,41.763758,-76.464527
Tower City,PA,40.584475,-76.550022
Townville,PA,41.685581,-79.876679
Trafford,PA,40.385155,-79.755157
Transfer,PA,41.324401,-80.419742
Treichlers,PA,40.734167,-75.544167
Tremont,PA,40.626842,-76.398796
Tresckow,PA,40.913333,-75.966944
Trevorton,PA,40.781867,-76.670234
Trexlertown,PA,40.554418,-75.602293
Trout Run,PA,41.412481,-77.009776
Troutville,PA,41.025556,-78.785556
Troxelville,PA,40.803056,-77.205556
Troy,PA,41.77815,-76.771143
Trumbauersville,PA,40.410556,-75.378611
Tunkhannock,PA,41.550687,-75.941043
Turbotville,PA,41.111867,-76.742493
Turkey City,PA,41.185278,-79.613611
Turtle Creek,PA,40.41135,-79.822046
Turtlepoint,PA,41.884665,-78.330793
Tuscarora,PA,40.77,-76.037778
Twin Rocks,PA,40.518254,-78.860488
Tyler Hill,PA,41.670873,-75.154246
Tylersburg,PA,41.384722,-79.3225
Tylersport,PA,40.349444,-75.381389
Tylersville,PA,40.990556,-77.425278
Tyrone,PA,40.661905,-78.241905
Uledi,PA,39.896111,-79.790556
Ulster,PA,41.840809,-76.487574
Ulysses,PA,41.845903,-77.712557
Union City,PA,41.893851,-79.845464
Union Dale,PA,41.707941,-75.546476
Uniontown,PA,39.889733,-79.728216
Unionville,PA,39.895278,-75.734722
United,PA,40.218333,-79.488056
Unity House,PA,41.145278,-75.008056
Unityville,PA,41.243552,-76.518318
University Park,PA,40.801944,-77.856667
Upper Black Eddy,PA,40.541093,-75.125858
Upper Darby,PA,39.95785,-75.268128
Upperstrasburg,PA,40.05799,-77.736791
Ursina,PA,39.8175,-79.328056
Utica,PA,41.479848,-79.940292
Uwchland,PA,40.059722,-75.653611
Valencia,PA,40.701831,-79.923527
Valier,PA,40.922851,-79.083263
Valley Forge,PA,40.0969,-75.47
Valley View,PA,40.644467,-76.544843
Van Voorhis,PA,40.156111,-79.974444
Vanderbilt,PA,40.024581,-79.695518
Vandergrift,PA,40.605883,-79.565531
Venango,PA,41.791968,-80.125353
Venetia,PA,40.275451,-80.059849
Venus,PA,41.376113,-79.504765
Verona,PA,40.492727,-79.834535
Vestaburg,PA,40.016111,-79.99
Vicksburg,PA,40.938611,-76.988333
Villa Maria,PA,41.073611,-80.5075
Villanova,PA,40.039875,-75.345866
Vintondale,PA,40.493949,-78.94267
Virginville,PA,40.523889,-75.873333
Volant,PA,41.093767,-80.244129
Vowinckel,PA,41.378642,-79.274553
Wagontown,PA,40.010556,-75.843056
Wallaceton,PA,40.959722,-78.289167
Wallingford,PA,39.887054,-75.372131
Walnut Bottom,PA,40.086042,-77.408984
Walnutport,PA,40.76147,-75.565749
Walston,PA,40.965,-78.995
Waltersburg,PA,39.990465,-79.780336
Wampum,PA,40.881879,-80.339184
Wapwallopen,PA,41.06797,-76.085729
Warfordsburg,PA,39.769765,-78.198627
Warminster,PA,40.206676,-75.090513
Warren,PA,41.845265,-79.14286
Warren Center,PA,41.939389,-76.196445
Warrendale,PA,40.664149,-80.080705
Warrington,PA,40.246438,-75.135392
Warriors Mark,PA,40.741414,-78.077478
Washington,PA,40.171687,-80.255957
Washington Boro,PA,39.988118,-76.4402
Washington Crossing,PA,40.291906,-74.882859
Washingtonville,PA,41.051667,-76.675
Waterfall,PA,40.073871,-78.047708
Waterford,PA,41.960266,-79.99963
Waterville,PA,41.31136,-77.360368
Watsontown,PA,41.102006,-76.853192
Wattsburg,PA,42.039114,-79.836282
Waverly,PA,41.526389,-75.705833
Waymart,PA,41.570276,-75.406478
Wayne,PA,40.0435,-75.388
Waynesboro,PA,39.763504,-77.567363
Waynesburg,PA,39.891691,-80.179524
Weatherly,PA,40.941085,-75.830635
Webster,PA,40.185,-79.848889
Weedville,PA,41.268502,-78.495165
Weikert,PA,40.858333,-77.295556
Wellersburg,PA,39.732778,-78.850556
Wells Tannery,PA,40.100996,-78.140269
Wellsboro,PA,41.737343,-77.30802
Wellsville,PA,40.055721,-76.944315
Wendel,PA,40.295556,-79.686667
Wernersville,PA,40.329289,-76.09014
West Alexander,PA,40.106514,-80.497769
West Chester,PA,39.984458,-75.596231
West Decatur,PA,40.949305,-78.312936
West Elizabeth,PA,40.270833,-79.899444
West Finley,PA,39.991397,-80.440806
West Grove,PA,39.825314,-75.837374
West Hickory,PA,41.568611,-79.408333
West Lebanon,PA,40.6025,-79.353889
West Leisenring,PA,39.959167,-79.6975
West Middlesex,PA,41.174054,-80.452759
West Middletown,PA,40.242778,-80.4275
West Mifflin,PA,40.366535,-79.89429
West Milton,PA,40.964444,-76.884722
West Newton,PA,40.207549,-79.757976
West Pittsburg,PA,40.932778,-80.363611
West Point,PA,40.206667,-75.299722
West Salisbury,PA,39.754167,-79.095278
West Springfield,PA,41.94646,-80.46501
West Sunbury,PA,41.002601,-79.875134
West Willow,PA,39.972778,-76.288333
Westfield,PA,41.919063,-77.530975
Westland,PA,40.277222,-80.273333
Westmoreland City,PA,40.276802,-79.547696
Weston,PA,40.941389,-76.1425
Westover,PA,40.76152,-78.735481
Westport,PA,41.27445,-77.931496
Westtown,PA,39.930833,-75.552222
Wexford,PA,40.612044,-80.064879
Wheatland,PA,41.200833,-80.498056
White,PA,40.072596,-79.425117
White Deer,PA,41.075833,-76.875
White Haven,PA,41.079049,-75.771492
White Mills,PA,41.526111,-75.203889
Whitehall,PA,40.647479,-75.495383
Whitney,PA,40.253333,-79.410556
Wickhaven,PA,40.123056,-79.773056
Wiconisco,PA,40.567511,-76.709084
Widnoon,PA,40.961111,-79.4675
Wilburton,PA,40.812087,-76.392922
Wilcox,PA,41.573471,-78.682295
Wildwood,PA,40.594167,-79.970278
Wilkes Barre,PA,41.244892,-75.884063
Williamsburg,PA,40.437356,-78.22555
Williamson,PA,39.853056,-77.797778
Williamsport,PA,41.247217,-77.020571
Williamstown,PA,40.580761,-76.622259
Willow Grove,PA,40.146725,-75.121297
Willow Hill,PA,40.113694,-77.796947
Willow Street,PA,39.967003,-76.27524
Wilmerding,PA,40.393416,-79.803033
Wilmore,PA,40.388611,-78.718889
Winburne,PA,40.967779,-78.156235
Wind Gap,PA,40.816922,-75.326378
Wind Ridge,PA,39.897106,-80.464665
Windber,PA,40.228695,-78.830289
Windsor,PA,39.923271,-76.559126
Winfield,PA,40.890805,-76.871833
Witmer,PA,40.048056,-76.211667
Womelsdorf,PA,40.374333,-76.198511
Wood,PA,40.168333,-78.136667
Woodbury,PA,40.21847,-78.366573
Woodland,PA,41.009833,-78.321445
Woodlyn,PA,39.875993,-75.346309
Woodward,PA,40.911574,-77.348269
Woolrich,PA,41.188734,-77.331307
Worcester,PA,40.201111,-75.346944
Worthington,PA,40.834442,-79.638525
Worthville,PA,41.023767,-79.138685
